App,TestClass,TestFilePath,ProductionFilePath,RelativeTestFilePath,RelativeProductionFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test
ctco/cukes,HttpAssertionFacadeImplTest_6b665cf1b0f19ec851abb5523284e56cce50967b.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\HttpAssertionFacadeImplTest_6b665cf1b0f19ec851abb5523284e56cce50967b.java,,,,8,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,5,0,0,6,0
DataDog/jmeter-datadog-backend-listener,DatadogBackendClientTest_b9fdff54a717a233b380966e1645ae36ecbcf0ff.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\DatadogBackendClientTest_b9fdff54a717a233b380966e1645ae36ecbcf0ff.java,,,,6,3,2,0,0,0,0,3,0,0,0,1,0,0,,,1,0,0,0,3,0
dromara/hutool,StrJoinerTest_0dd57b9e313e4dc69ef92e62c6055872651f53b8.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\StrJoinerTest_0dd57b9e313e4dc69ef92e62c6055872651f53b8.java,,,,6,2,0,0,0,0,0,0,0,0,0,6,0,0,,,0,0,0,0,6,0
dromara/hutool,JAXBUtilTest_12969f248329f81f76eb5bece8c718ac1c63f7b1.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\JAXBUtilTest_12969f248329f81f76eb5bece8c718ac1c63f7b1.java,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,0
dromara/hutool,XMLTest_eae8c6b7f7007d0907fb5765f22becfb267ec347.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\XMLTest_eae8c6b7f7007d0907fb5765f22becfb267ec347.java,,,,3,2,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,3,0
dropwizard/dropwizard,App1Test_36ebab057c83b55c836dfdbc33a1bc085a3dd5e4.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\App1Test_36ebab057c83b55c836dfdbc33a1bc085a3dd5e4.java,,,,9,0,0,0,0,0,1,0,0,0,0,0,0,1,,,0,0,0,0,8,0
dropwizard/dropwizard,JsonHealthResponseProviderTest_e7b71226a0a7f98cd8b2e4362bcbd78c5b84ad37.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\JsonHealthResponseProviderTest_e7b71226a0a7f98cd8b2e4362bcbd78c5b84ad37.java,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
eBay/mTracker,FileUtilsTest_63a6a15bcc31ff15d73773e162ad1b293d2c06d4.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\FileUtilsTest_63a6a15bcc31ff15d73773e162ad1b293d2c06d4.java,,,,5,3,0,0,0,0,0,0,3,1,0,0,0,0,,,1,0,0,3,5,0
eclipse-ee4j/tyrus,ExtendedExtensionTest_cb606384e48d4aca89f4004d826b265ab139963f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ExtendedExtensionTest_cb606384e48d4aca89f4004d826b265ab139963f.java,,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0
eclipse-ee4j/tyrus,MaxMessageSizeDeploymentTest_e02af5363a95b4dc74d0c1abf8291d127075bbb0.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\MaxMessageSizeDeploymentTest_e02af5363a95b4dc74d0c1abf8291d127075bbb0.java,,,,4,2,0,0,0,0,4,0,0,0,0,0,0,0,,,0,0,0,0,4,0
epam/eco-schema-catalog,InheritingMetadataContainerTest_95ee43bba89845d162f5d54a6046c14f7edc4755.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\InheritingMetadataContainerTest_95ee43bba89845d162f5d54a6046c14f7edc4755.java,,,,17,12,0,0,0,0,0,0,0,0,0,0,0,0,,,4,0,0,0,17,0
Ericsson/ecchronos,TestRepairStateImpl_555510803657dbaacfbdf1747a1026e8dddbb91f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestRepairStateImpl_555510803657dbaacfbdf1747a1026e8dddbb91f.java,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,3,0
Ericsson/ecchronos,TestRepairGroup_5d58b0e4c922822c9df3d893fff2246d5784b11f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestRepairGroup_5d58b0e4c922822c9df3d893fff2246d5784b11f.java,,,,9,3,2,0,0,0,2,5,0,0,0,0,0,0,,,0,1,0,0,5,0
Ericsson/ecchronos,TestRepairTask_5d58b0e4c922822c9df3d893fff2246d5784b11f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestRepairTask_5d58b0e4c922822c9df3d893fff2246d5784b11f.java,,,,13,5,0,0,0,0,5,0,0,0,0,0,0,0,,,0,0,0,0,6,0
Erudika/para,MockDAOTest_2420ca0bd7166b8801545f24ce121a9729c6fc33.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\MockDAOTest_2420ca0bd7166b8801545f24ce121a9729c6fc33.java,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
fabiomaffioletti/jsondoc,JSONDocApiAuthBuilderTest_16d42fd32fd2a2604dd7aa4c636e8cf93dfb8c55.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\JSONDocApiAuthBuilderTest_16d42fd32fd2a2604dd7aa4c636e8cf93dfb8c55.java,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,1,0
FasterXML/jackson-annotations,JsonIncludePropertiesTest_381d6abcefd0e5fd19529f244173313b7f91954f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\JsonIncludePropertiesTest_381d6abcefd0e5fd19529f244173313b7f91954f.java,,,,6,4,0,0,0,0,0,0,0,0,1,2,0,0,,,0,0,0,0,5,0
FasterXML/jackson-databind,TestBeanConversions_640f9982bd7ea84b271cb2b6ae9d3f4708cf7e9e.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestBeanConversions_640f9982bd7ea84b271cb2b6ae9d3f4708cf7e9e.java,,,,10,3,0,0,0,0,8,0,0,0,0,0,0,0,,,1,2,0,0,9,0
FasterXML/jackson-databind,TestConvertingSerializer_640f9982bd7ea84b271cb2b6ae9d3f4708cf7e9e.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestConvertingSerializer_640f9982bd7ea84b271cb2b6ae9d3f4708cf7e9e.java,,,,9,0,0,0,0,0,9,0,0,0,0,0,0,0,,,0,0,0,0,9,0
FasterXML/jackson-databind,CyclicTypesDeserTest_640f9982bd7ea84b271cb2b6ae9d3f4708cf7e9e.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\CyclicTypesDeserTest_640f9982bd7ea84b271cb2b6ae9d3f4708cf7e9e.java,,,,4,4,0,0,0,0,4,0,0,0,0,0,0,0,,,0,0,0,0,4,0
FasterXML/jackson-databind,MapEntryFormatTest_640f9982bd7ea84b271cb2b6ae9d3f4708cf7e9e.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\MapEntryFormatTest_640f9982bd7ea84b271cb2b6ae9d3f4708cf7e9e.java,,,,5,4,0,0,0,0,5,0,0,0,0,0,0,0,,,0,0,0,0,5,0
FasterXML/jackson-databind,TestNamingStrategyStd_9b11650a6c3fee9ef9e3fb264d2244f65affc2ee.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestNamingStrategyStd_9b11650a6c3fee9ef9e3fb264d2244f65affc2ee.java,,,,18,13,3,0,0,0,13,0,0,0,0,0,0,0,,,0,0,0,0,18,0
FasterXML/jackson-databind,TestGenerateJsonSchema_c9e13bc4150e05566953ca570a67e8a84f652a0b.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestGenerateJsonSchema_c9e13bc4150e05566953ca570a67e8a84f652a0b.java,,,,8,3,0,0,0,0,7,0,0,0,0,1,0,0,,,0,0,0,0,7,0
FasterXML/jackson-databind,ExistingPropertyTest_640f9982bd7ea84b271cb2b6ae9d3f4708cf7e9e.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ExistingPropertyTest_640f9982bd7ea84b271cb2b6ae9d3f4708cf7e9e.java,,,,8,8,0,0,0,0,8,0,0,0,0,0,0,0,,,3,0,0,0,8,0
FasterXML/jackson-databind,MapperJDKSerializationTest_640f9982bd7ea84b271cb2b6ae9d3f4708cf7e9e.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\MapperJDKSerializationTest_640f9982bd7ea84b271cb2b6ae9d3f4708cf7e9e.java,,,,10,8,0,0,0,0,8,0,0,0,0,0,0,0,,,0,0,0,0,8,0
FasterXML/jackson-databind,TestObjectIdWithEquals_640f9982bd7ea84b271cb2b6ae9d3f4708cf7e9e.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestObjectIdWithEquals_640f9982bd7ea84b271cb2b6ae9d3f4708cf7e9e.java,,,,2,2,0,0,0,0,2,0,0,0,0,0,0,0,,,0,0,0,0,2,0
FasterXML/jackson-databind,AnyGetterTest_640f9982bd7ea84b271cb2b6ae9d3f4708cf7e9e.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\AnyGetterTest_640f9982bd7ea84b271cb2b6ae9d3f4708cf7e9e.java,,,,10,2,0,0,0,0,10,0,0,0,0,0,0,0,,,0,0,0,0,10,0
FasterXML/jackson-databind,TestRootType_640f9982bd7ea84b271cb2b6ae9d3f4708cf7e9e.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestRootType_640f9982bd7ea84b271cb2b6ae9d3f4708cf7e9e.java,,,,9,4,0,0,0,0,9,0,0,0,0,1,0,0,,,2,0,0,0,9,0
FasterXML/jackson-databind,TestPOJOAsArrayWithBuilder_640f9982bd7ea84b271cb2b6ae9d3f4708cf7e9e.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestPOJOAsArrayWithBuilder_640f9982bd7ea84b271cb2b6ae9d3f4708cf7e9e.java,,,,5,4,0,0,0,0,5,0,0,0,0,0,0,0,,,2,0,0,0,5,0
FasterXML/jackson-dataformat-xml,AttributesWithJAXBTest_2d08f8d0b0248a00c2c79b9a07e936b3287edb07.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\AttributesWithJAXBTest_2d08f8d0b0248a00c2c79b9a07e936b3287edb07.java,,,,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,,0,0,0,0,2,0
FasterXML/jackson-dataformat-xml,ElementWrapperTest_6f6ee8d4ad1f71e3db99af5b20cae4daab3457db.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ElementWrapperTest_6f6ee8d4ad1f71e3db99af5b20cae4daab3457db.java,,,,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,,0,0,0,0,2,0
FasterXML/jackson-dataformat-xml,WithJAXBAnnotationsTest_2d08f8d0b0248a00c2c79b9a07e936b3287edb07.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\WithJAXBAnnotationsTest_2d08f8d0b0248a00c2c79b9a07e936b3287edb07.java,,,,5,3,0,0,0,0,4,2,0,0,0,0,0,0,,,0,0,0,0,4,0
FasterXML/jackson-dataformat-xml,Issue101UnwrappedListAttributesTest_2d08f8d0b0248a00c2c79b9a07e936b3287edb07.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\Issue101UnwrappedListAttributesTest_2d08f8d0b0248a00c2c79b9a07e936b3287edb07.java,,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0
FasterXML/jackson-dataformat-xml,ListAnnotationSharingTest_2d08f8d0b0248a00c2c79b9a07e936b3287edb07.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ListAnnotationSharingTest_2d08f8d0b0248a00c2c79b9a07e936b3287edb07.java,,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0
FasterXML/jackson-dataformat-xml,UnwrappingWithXMLTest_2d08f8d0b0248a00c2c79b9a07e936b3287edb07.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\UnwrappingWithXMLTest_2d08f8d0b0248a00c2c79b9a07e936b3287edb07.java,,,,3,3,0,0,0,0,3,0,0,0,0,0,0,0,,,0,0,0,0,3,0
FasterXML/jackson-dataformat-xml,TestIndentation_2d08f8d0b0248a00c2c79b9a07e936b3287edb07.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestIndentation_2d08f8d0b0248a00c2c79b9a07e936b3287edb07.java,,,,7,4,3,0,0,0,6,0,0,0,0,0,0,0,,,1,0,0,0,6,0
FasterXML/jackson-dataformat-xml,TestJDKSerializability_2d08f8d0b0248a00c2c79b9a07e936b3287edb07.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestJDKSerializability_2d08f8d0b0248a00c2c79b9a07e936b3287edb07.java,,,,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0
FasterXML/jackson-dataformat-xml,TestSerializationAttr_2d08f8d0b0248a00c2c79b9a07e936b3287edb07.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestSerializationAttr_2d08f8d0b0248a00c2c79b9a07e936b3287edb07.java,,,,5,0,0,0,0,0,4,0,0,0,0,0,0,0,,,0,0,0,0,4,0
FasterXML/jackson-dataformats-binary,SequenceWriterTest_0eeb08cfd07a9d23bc22090e17a67da57baf436e.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\SequenceWriterTest_0eeb08cfd07a9d23bc22090e17a67da57baf436e.java,,,,1,1,0,0,0,0,1,0,0,0,0,1,0,0,,,1,0,0,0,1,0
FasterXML/jackson-dataformats-binary,ReadSimpleTest_0eeb08cfd07a9d23bc22090e17a67da57baf436e.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ReadSimpleTest_0eeb08cfd07a9d23bc22090e17a67da57baf436e.java,,,,9,9,3,0,0,0,9,0,0,0,0,1,0,0,,,2,0,0,0,9,0
FasterXML/jackson-dataformats-binary,WriteArrayTest_0eeb08cfd07a9d23bc22090e17a67da57baf436e.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\WriteArrayTest_0eeb08cfd07a9d23bc22090e17a67da57baf436e.java,,,,4,4,0,0,0,0,4,0,0,0,0,0,0,0,,,0,0,0,0,4,0
FasterXML/jackson-dataformats-binary,WriteBinaryTest_0eeb08cfd07a9d23bc22090e17a67da57baf436e.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\WriteBinaryTest_0eeb08cfd07a9d23bc22090e17a67da57baf436e.java,,,,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0
FasterXML/jackson-dataformats-binary,WriteSimpleTest_0eeb08cfd07a9d23bc22090e17a67da57baf436e.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\WriteSimpleTest_0eeb08cfd07a9d23bc22090e17a67da57baf436e.java,,,,8,8,0,0,0,0,8,0,0,0,0,0,0,0,,,1,0,0,0,8,0
FasterXML/jackson-dataformats-binary,WriteStringsTest_0eeb08cfd07a9d23bc22090e17a67da57baf436e.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\WriteStringsTest_0eeb08cfd07a9d23bc22090e17a67da57baf436e.java,,,,7,1,0,0,0,0,4,0,0,0,0,0,0,0,,,1,3,0,0,4,0
FasterXML/jackson-dataformats-text,ObjectIdTest_a88ae3c41589a21eb4df6049982620ebb152de97.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ObjectIdTest_a88ae3c41589a21eb4df6049982620ebb152de97.java,,,,6,2,0,0,0,0,5,0,0,0,0,0,0,0,,,0,1,0,0,5,0
FasterXML/jackson-jaxrs-providers,AnnotationBundleKeyTest_6832803a5d35e6694511a3dfa0bd8662ddba6fbc.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\AnnotationBundleKeyTest_6832803a5d35e6694511a3dfa0bd8662ddba6fbc.java,,,,8,0,0,0,0,0,6,0,0,0,0,0,0,0,,,0,6,0,0,6,0
FasterXML/jackson-jaxrs-providers,WriteModificationsTest_2b70478103b0bd3f9633e088a7e050942ea56c97.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\WriteModificationsTest_2b70478103b0bd3f9633e088a7e050942ea56c97.java,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
FasterXML/jackson-module-jsonSchema,TestGenerateJsonSchema_69d682d794e47433b3f8e6ad586562ee2ab948b3.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestGenerateJsonSchema_69d682d794e47433b3f8e6ad586562ee2ab948b3.java,,,,11,8,0,0,0,0,11,0,0,0,0,0,0,0,,,1,0,0,0,11,0
FasterXML/jackson-module-jsonSchema,TestUnwrapping_9c6a2295d7528a2fb639da71cc6039113ffccab8.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestUnwrapping_9c6a2295d7528a2fb639da71cc6039113ffccab8.java,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0
FasterXML/jackson-modules-base,JDKScalarsDeserTest_d33ad8cb6801372ae69c6b65bd87f1aa33001016.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\JDKScalarsDeserTest_d33ad8cb6801372ae69c6b65bd87f1aa33001016.java,,,,36,20,3,0,0,0,30,0,0,0,0,0,0,0,,,8,3,0,0,30,0
FasterXML/jackson-modules-base,TestIssue14_d33ad8cb6801372ae69c6b65bd87f1aa33001016.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestIssue14_d33ad8cb6801372ae69c6b65bd87f1aa33001016.java,,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0
FasterXML/jackson-modules-base,MapFormatShapeTest_d33ad8cb6801372ae69c6b65bd87f1aa33001016.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\MapFormatShapeTest_d33ad8cb6801372ae69c6b65bd87f1aa33001016.java,,,,3,2,0,0,0,0,3,0,0,0,1,0,0,0,,,0,0,0,0,3,0
FasterXML/jackson-modules-base,TestInclusionAnnotations_d33ad8cb6801372ae69c6b65bd87f1aa33001016.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestInclusionAnnotations_d33ad8cb6801372ae69c6b65bd87f1aa33001016.java,,,,4,4,0,0,0,0,4,0,0,0,0,0,0,0,,,1,0,0,0,4,0
FasterXML/jackson-modules-base,TestJsonFilter_d33ad8cb6801372ae69c6b65bd87f1aa33001016.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestJsonFilter_d33ad8cb6801372ae69c6b65bd87f1aa33001016.java,,,,6,3,0,0,0,0,6,0,0,0,0,0,0,0,,,0,0,0,0,6,0
FasterXML/jackson-modules-base,TestSimpleSerialize_d33ad8cb6801372ae69c6b65bd87f1aa33001016.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestSimpleSerialize_d33ad8cb6801372ae69c6b65bd87f1aa33001016.java,,,,17,6,0,0,0,0,17,0,0,0,0,0,0,0,,,0,0,0,0,17,0
FasterXML/jackson-modules-base,TestStdSerializerOverrides_d33ad8cb6801372ae69c6b65bd87f1aa33001016.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestStdSerializerOverrides_d33ad8cb6801372ae69c6b65bd87f1aa33001016.java,,,,7,2,0,0,0,0,7,0,0,0,0,0,0,0,,,0,0,0,0,7,0
FasterXML/java-classmate,GhostTypeParameterInFieldTest_912adde71f67719c7b1ed7df3c7ba28e8ba97876.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\GhostTypeParameterInFieldTest_912adde71f67719c7b1ed7df3c7ba28e8ba97876.java,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,0
fhoeben/hsac-fitnesse-fixtures,FileFixtureTest_63048d67f5e07bcddeacb1359546eb739de41190.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\FileFixtureTest_63048d67f5e07bcddeacb1359546eb739de41190.java,,,,11,7,1,0,0,0,7,0,0,0,0,0,0,0,,,0,0,0,1,10,0
fhoeben/hsac-fitnesse-fixtures,JsonHttpTestTest_1d341a5d999413b0d636f235073cfbb3dca43c86.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\JsonHttpTestTest_1d341a5d999413b0d636f235073cfbb3dca43c86.java,,,,11,6,0,0,0,0,2,0,0,0,0,1,0,0,,,0,0,0,0,10,0
fhoeben/hsac-fitnesse-fixtures,JsonHelperTest_1d341a5d999413b0d636f235073cfbb3dca43c86.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\JsonHelperTest_1d341a5d999413b0d636f235073cfbb3dca43c86.java,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8,0
fhoeben/hsac-fitnesse-fixtures,NamespaceContextImplTest_1d341a5d999413b0d636f235073cfbb3dca43c86.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\NamespaceContextImplTest_1d341a5d999413b0d636f235073cfbb3dca43c86.java,,,,6,4,2,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,0,6,0
fhoeben/hsac-fitnesse-fixtures,XmlHttpResponseTest_1d341a5d999413b0d636f235073cfbb3dca43c86.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\XmlHttpResponseTest_1d341a5d999413b0d636f235073cfbb3dca43c86.java,,,,13,4,0,0,0,0,0,0,2,0,0,0,0,0,,,1,3,0,0,10,0
flowable/flowable-engine,VariableFunctionDelegatesTest_7cf15574622e04fbf2789f0a31e99ada3ff3f63f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\VariableFunctionDelegatesTest_7cf15574622e04fbf2789f0a31e99ada3ff3f63f.java,,,,19,18,0,0,0,0,0,0,0,0,0,0,0,0,,,15,0,0,0,19,0
flowable/flowable-engine,RepetitionRuleTest_7cf15574622e04fbf2789f0a31e99ada3ff3f63f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\RepetitionRuleTest_7cf15574622e04fbf2789f0a31e99ada3ff3f63f.java,,,,11,10,9,0,0,0,0,0,0,0,0,0,0,0,,,7,0,0,0,11,0
flowable/flowable-engine,ProcessTaskTest_7cf15574622e04fbf2789f0a31e99ada3ff3f63f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ProcessTaskTest_7cf15574622e04fbf2789f0a31e99ada3ff3f63f.java,,,,37,31,5,0,0,0,0,0,0,0,0,0,0,0,,,14,0,0,0,34,0
flowable/flowable-engine,CaseTaskTest_7cf15574622e04fbf2789f0a31e99ada3ff3f63f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\CaseTaskTest_7cf15574622e04fbf2789f0a31e99ada3ff3f63f.java,,,,33,13,1,0,0,0,0,26,0,0,0,0,0,0,,,11,0,0,0,28,0
flowable/flowable-engine,ExitCriteriaTest_7cf15574622e04fbf2789f0a31e99ada3ff3f63f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ExitCriteriaTest_7cf15574622e04fbf2789f0a31e99ada3ff3f63f.java,,,,11,8,1,0,0,0,0,0,0,0,0,0,0,0,,,4,0,0,0,11,0
flowable/flowable-engine,ChangeStateForGatewaysTest_d2bb4257fb008bd1cf7cdbde02c505f03b149dab.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ChangeStateForGatewaysTest_d2bb4257fb008bd1cf7cdbde02c505f03b149dab.java,,,,32,30,12,0,0,0,0,0,0,0,0,0,0,0,,,20,0,0,0,30,0
flowable/flowable-engine,ChangeStateTest_98723d5abf38e7558b035fc3f9022d3616584e11.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ChangeStateTest_98723d5abf38e7558b035fc3f9022d3616584e11.java,,,,60,55,0,0,0,0,0,0,0,0,0,0,0,0,,,53,0,0,0,55,0
flowable/flowable-engine,ProcessInstanceMigrationGatewaysTest_7cf15574622e04fbf2789f0a31e99ada3ff3f63f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ProcessInstanceMigrationGatewaysTest_7cf15574622e04fbf2789f0a31e99ada3ff3f63f.java,,,,30,29,27,0,0,0,1,0,0,0,0,0,0,0,,,29,0,0,0,29,0
flowable/flowable-engine,VariableExpressionFunctionsTest_7cf15574622e04fbf2789f0a31e99ada3ff3f63f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\VariableExpressionFunctionsTest_7cf15574622e04fbf2789f0a31e99ada3ff3f63f.java,,,,15,15,0,0,0,0,0,0,0,0,0,0,0,0,,,13,0,0,0,15,0
GoogleCloudPlatform/appengine-plugins-core,InstallerTest_ca2690886ea5da6f8251b2f69c7c0b7196717169.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\InstallerTest_ca2690886ea5da6f8251b2f69c7c0b7196717169.java,,,,6,0,0,0,0,0,3,0,0,0,0,0,0,0,,,0,3,0,0,3,0
graphhopper/graphhopper,StringIndexTest_d0b8aad99945a441a909248cc08e5e8c32f536a2.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\StringIndexTest_d0b8aad99945a441a909248cc08e5e8c32f536a2.java,,,,16,9,5,0,0,0,3,0,0,0,0,2,0,0,,,2,0,0,2,12,0
Graylog2/graylog2-server,ViewSharingResourceTest_27269f2dfe36c12bd88adad661e613660eeb5cca.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ViewSharingResourceTest_27269f2dfe36c12bd88adad661e613660eeb5cca.java,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,0
Graylog2/graylog2-server,ViewRequirementsTest_77d26352ed5fcc0e0517fbbd7bb15db4a3ea56af.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ViewRequirementsTest_77d26352ed5fcc0e0517fbbd7bb15db4a3ea56af.java,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5,0
Graylog2/graylog2-server,ValueReferenceTest_f169d5423375d509cb7b64fa2cabb76cf5aec18f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ValueReferenceTest_f169d5423375d509cb7b64fa2cabb76cf5aec18f.java,,,,21,19,0,0,0,0,11,0,0,0,0,0,0,0,,,0,0,1,0,20,0
Graylog2/graylog2-server,V20161215163900_MoveIndexSetDefaultConfigTest_92a76ca89e5c1c2f0f7c24d20012fd3f06d00adc.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\V20161215163900_MoveIndexSetDefaultConfigTest_92a76ca89e5c1c2f0f7c24d20012fd3f06d00adc.java,,,,5,2,0,0,0,0,4,0,0,0,0,0,0,0,,,0,1,0,0,4,0
